;Tweets;Weekday;Month;DayOfMonth;Hour;Min;Sec;Year;sentiment
4009;RT"@FenyLefrina: Asyik wid,klw pnya bnyk gebeten,mancapppp RT"@widyachi: Sendiri lebih asik mungkin yah"";Fri;Jan;13;14;32;16;2012;0.0
4010;RT @cHristS9B: Bersyukur setiap saat.. Walau Hati terluka dan di Bashing bnyak org.. Hidupmu berharga d Mata Tuhan.. Be Gratefull (<U+203E><U+0283><U+01AA><U+203E>);Fri;Jan;13;14;34;26;2012;0.0
4011;RIM hires Goldman Sachs? Sell-off likely, but not soon http://t.co/hXvjVCPg;Fri;Jan;13;14;34;57;2012;0.0
4012;Miris (<U+2323>´_<U+2323>`)-s RT @rifkaleriana: Aku dk ad gigi be bnyk yang ser ! Pasti iri "@putrizazuza: Apalah arti rindu jika gigi tak;Fri;Jan;13;14;35;9;2012;0.0
4013;Emang udah hukum alam kali ye bnyak ketawa ujung2ny nangis ;');Fri;Jan;13;14;35;17;2012;0.0
4014;Only two CEO's together could plan that RT @Techmeme: RIM hires Goldman Sachs to field buyout offers? http://t.co/cjSE7XVt;Fri;Jan;13;14;36;2;2012;0.0
4015;Di padang skrg bnyk yg asik2 ya RT @infoSumbar: Nulis Buku Club Padang (NBC Padang) http://t.co/9yQupWwJ #komunitas #nbcpadang #nulisbukucom;Fri;Jan;13;14;36;57;2012;0.0
4016;RT @zerohedge: Bank of America cuts Q4 GDP for second time in two days, down to 2.7% from 3.0% yesterday and 3.5% the day before;Fri;Jan;13;14;38;34;2012;-0.296
4017;@dianatoinktoink mkan bnyak2 adik,biar gemuk..hehe ;p;Fri;Jan;13;14;39;37;2012;0.0
4018;@syfnurfia apa bnya daki'y hahaha;Thu;May;10;16;59;51;2012;0.5574
4019;Pria cerdas  <U+01B4><U+2202><U+03AE><U+018D> bnyk duitny kaliii II<U+0251>II<U+0251>II<U+0251>II<U+0251>II<U+0251> RT @kresnasaputraa: Kalo pria cerdas gimana tuh ma ?;Thu;May;10;16;59;59;2012;0.0
4020;Jendelanya bnyaaak "@evalativa: Mih cek jendela yaRT @asellasyasca: Ga takuuut *tutupkuping "@yurikeastari;Thu;May;10;17;1;8;2012;0.0
4021;RT @peterstraubnyc: Last night at the W. 43rd St. treehouse, @emmastraub and I saw a very  dignified gent utterly transformed by alcohol ...;Thu;May;10;17;1;41;2012;0.5413
4022;Plh gatau deh ya nasibnya :|||;Thu;May;10;17;1;42;2012;0.0
4023;F3l ma'6i mabny 3ala ilfat7a il'6ahera 3ala a5erehe - Ms Ruqaya;Thu;May;10;17;2;2;2012;0.0
4024;Morgan Stanley emerges as big KPN investor: AMSTERDAM (Reuters) - Morgan Stanley  has emerged as one of the bigg... http://t.co/WY5q9HyQ;Thu;May;10;17;7;20;2012;0.0
4025;Beberapa hari ini aku berteman baik dg koyo. Koyo trmksh bnyk ya. I lop yu..;Thu;May;10;17;7;40;2012;0.0
4026;Morgan Stanley emerges as big KPN investor: AMSTERDAM (Reuters) - Morgan Stanley  has emerged as o... http://t.co/DTIJWd5B #Businessnews;Thu;May;10;17;7;43;2012;0.0
4027;Morgan Stanley emerges as big KPN investor: AMSTERDAM (Reuters) - Morgan Stanley has emerged as one of the bigge... http://t.co/AI8qhxNv;Thu;May;10;17;8;29;2012;0.0
4028;Aduh syg 2x bbnya hilang :'( ini insya Allah mau pake lg O:) doakan :D "@nurulwardihan: @widydiw14 hihi iya syg eh pinnya yg manami skrg ?";Thu;May;10;17;8;30;2012;0.6207
4029;Time lepak2 nie lah bnyk plak nyamuk .. Potong stim tol lah ..;Thu;May;10;17;8;35;2012;0.0
4030;@ayukikusuma yah nih nyiapin undangan2 :| duh. Aku tua amat ya uda bnyak undangan;Thu;May;10;17;8;55;2012;-0.1027
4031;Lg kangen kamuuu hahaha:pRT @sallykecil: Siaapppp neu, whaaha, si ilda lg apa doii dsnaa? Pasti bnyk makn,RT @dianedevihs:;Thu;May;10;17;8;58;2012;0.0
4032;@ewan_cullen yolah tu Ewan. Haha. Aku pulak kena ? Mana ada handsome weh. Biasa je laa. Muka bnyk jerawat and berminyak je.;Thu;May;10;17;9;6;2012;0.7351
4033;Rudah udah, hanya kita n rakyat twitter yg tau kok ga bny T @zicomenk: stttttts RT @feyHASIBUAN: Udah,ngaku aja,aq diam2 be  :p;Thu;May;10;17;9;30;2012;0.25
4034;Tertular RT @riosoneri Kakang adi yg tertukar.. :3 #ketukarnasibnya RT @Ryan_Aditantra: iya, kakang adi lah ya RT ... http://t.co/1qk0wTe7;Thu;May;10;17;9;52;2012;0.5106
4035;Kangen teriakan asemenayoooh dari kami? Ayooo ramaikan besok . Di jamin ga nyesel,kita goyang sm" sambil kita teriak asemenayoh jawabnya ap?;Thu;May;10;17;11;4;2012;0.0
4036;gomawo :) RT @DheaOktavia_A: done :) RT @PARKWIANA_: DheaOktavia_A followed :) jfbnya~;Thu;May;10;17;12;6;2012;0.8402
4037;Ahh..gra2 mkn kbnyakan kaleeee. wkwk RT @ellenCiu_GoNar: Ada ini aku buktinya..hahha"@sweetyiis: -__-" emg (cont) http://t.co/2NlOpJEt;Thu;May;10;17;15;56;2012;0.0
4038;Urin sgar ml2 udh keruh, brrti mgndg ap?|sy dok!|yak,ap?| fosfat bnyk, sedimen bnyk, chylus, bnda koloid, bkteri!| kalo cinta, bnyk ga?| -_-;Thu;May;10;17;16;1;2012;0.0
4039;How Goldman Sachs Blew The Facebook IPO http://t.co/7nvraiyp via @businessinsider #henryblodget;Thu;May;10;17;17;55;2012;0.0
4040;:'( RT @meisyaichaw: Jeje :'( RT @jessicacecyl: Saya lelah menghadapi orang2 yg terlalu banyak menuntut :'( itu sebabnya saya menjauh :'(;Thu;May;10;17;19;28;2012;-0.9153
4041;Ini fbnya @Ntenk_Ngabret dibajak atau gmn yaa?;Thu;May;10;17;22;50;2012;0.0
4042;Di deket tegalega de hahaha mni ekek waeRT @alifiasputri: Itu teh dimana kak? Gatau atuh da bnyknya smar meren hehe RT @Fanisofyani: Iyah de;Fri;May;11;1;20;56;2012;0.5574
4043;Dah g sehat ini mah,mulai sdikit bnyk pespol n modus nya,damnnnn!!!;Fri;May;11;1;22;6;2012;0.0
4044;@shiv_shubnyt #MoshMons #ShubnytTues' #ScreamWeds #IndiThurs' #99pfris #Aura+BlueySats #sundayhopefullybankhols #mondayalloveragain #1LOVEE;Fri;May;11;1;22;16;2012;0.0
4045;Jesetewekape RT @nanda_vianra: Apaan si artinya? Daritadi bnyak yg nulis bgituan -_- RT @JulietSilado: Jstwkp <U+25E6>-(´0`)-<U+25E6>;Fri;May;11;1;22;54;2012;0.0
4046;sudah terlalu bnyak menghabiskan tisu --";Fri;May;11;1;23;12;2012;0.0
4047;Msh terngiang kata ustadz: Kalau mau cari #Rezeki yg bnyk ya dagang/niaga.Hati2 disitu bnyk "setan".Jadilah Al Amien spt Rasulullah.;Fri;May;11;1;24;39;2012;0.0
4048;Oke salam tomcat hidup tomcat "@emigoreng: Iya, salam manis+cium dari tomcat "@citicliq: Makasi ya princess :* "@emigoreng: Iya;Fri;May;11;1;24;39;2012;0.5423
4049;@dhiandrab mba, mau share aja. Anakku (sufor) pas 4 bl jg jd males minum susunya. Trus aku campur mereknya. Alhdlh skg bnyk lagi. Bosen mgkn;Fri;May;11;1;25;42;2012;0.6705
4050;Beres2 kmr #bnyakdebu;Fri;May;11;1;28;34;2012;0.0
4051;This salad &gt;&gt;&gt; http://t.co/PbnyJ8Zh;Fri;May;11;1;29;2;2012;0.0
4052;Jgn bwa2 ai udh bnyak org tau mah beda critanya kali hahahRT @meyjudhoo: Jgn bawa2 aib kuh ( <U+02D8><U+02D8><U+032F>) (cont) http://t.co/unxFByAU;Fri;May;11;1;29;11;2012;0.0
4053;Tanah #gunungSalak pun berbeda dgn gunung2 lainnya. Tanah tsb bnyk humus, tanah yg lunak dari dedaunan kering. Bl di injak bisa2 jurang;Fri;May;11;1;29;40;2012;0.5106
4054;@NktaDwiiAgstn stress bngt yaa ? Rsj msih bnyk kamar yg longgar kok;Fri;May;11;1;30;25;2012;-0.4215
4055;Ye" biar cpet gede..:D RT @rizqianidestia1: bagus'' makan yg bnyk biar cpt gede hahahah :p RT (cont) http://t.co/9Sltz4uS;Fri;May;11;1;33;10;2012;0.25
4056;@indiraanggun pnya katalog sophie yg d online ga?biasanya ak liat d fbnya sophie.tp katalog bln ini kok blm d aplod yah.;Fri;May;11;1;34;45;2012;0.0
4057;@sever1no @d_putrinurul udh bnyk porter di bali tu,,ahahaha;Fri;May;11;1;36;40;2012;0.0
4058;Pasti kau kebanyakan jajan jd emk kau shock liat pngeluaran kau haaha RT @friskaiga: bnyk skit ny (<U+02C7>_<U+02C7>")  RT @nengganniz Skit ape pula?;Fri;May;11;1;37;48;2012;-0.3818
4059;Dan jelaskan ~ RT @gheaaesa: Sbutkan,:-p RT @MadelinAlbrith: lumayan lah RT @uwLaLawLaw:  hm,d klas bnyk kh yg k http://t.co/haIBeyOW;Fri;May;11;1;38;59;2012;0.0
4060;RT @gheaaesa  Sbutkan,:-p RT @MadelinAlbrith: lumayan lah RT @uwLaLawLaw:  hm,d klas bnyk kh yg k sna RT @MadelinAlbrith sma 1 kayakny;Fri;May;11;1;39;13;2012;0.0
4061;JPMorgan Chase acknowledges $2B trading loss http://t.co/Zdupn7KT Clearly @BarackObama's Economic Policies #FAIL NOT Bush's;Fri;May;11;1;39;40;2012;0.1027
4062;RT @RANKIS: Four reasons why so many of your neighbors are quitting Bank of America! #moveyourmoney http://t.co/vsdBrATK via @moveon @Ad ...;Fri;May;11;1;41;17;2012;0.0
4063;Euh lupa kan bawa usbnya -___-;Fri;May;11;1;42;48;2012;0.0
4064;Oo , kg jaah bbkmpl bgt ? RT @brendaendha: Hm, itu leh noh. Mr bnyk dg ank spenzha kta.. RT @ribkafrista: Nntw lh --" nntw comunity;Fri;May;11;1;43;8;2012;0.0
4065;JPMorgan Chase acknowledges $2B trading loss - WBRC: Kansas City StarJPMorgan Chase… http://t.co/ptKkkyJ6;Fri;May;11;1;43;27;2012;-0.3182
4066;haha enakk siih :D RT: @aldis_MUfc: Km sih bnyak minum es , haha RT "gadisdinda: hidungku strap strup aja :''";Fri;May;11;1;43;57;2012;0.876
4067;Ngpo sibuk ? Yg laen kn bnyk RT @puput_tkci: Lg sibuk cwo barunyo RT @rezaaulia88: Samo cowok baru ssh nian RT @puput_tkci: Pengen;Fri;May;11;10;4;41;2012;0.0
4068;Suara sumbang bnyk skli ksh rusak Rencana..;Fri;May;11;10;6;41;2012;0.0
4069;Duit je bnyk, kerja bagus, mak bapak pun kaya tapi sayang pakai baju tak cukup kain ~ Pity you ~;Fri;May;11;10;8;15;2012;-0.296
4070;gapapa kan bisa kita jarah lebabnya del. RT @adelinaCTA: Jangan... Nanti ditangkepx_x "myiciw: yaudah kita (cont) http://t.co/D3jmIDgt;Fri;May;11;10;8;51;2012;0.0
4071;@shafinahtaufic haha. ambeklah bone. kalau kau kasi aku jd keeper mmg jawabnya aku elak je dr bola tu. hahahaha.;Fri;May;11;10;13;4;2012;0.4588
4072;@riskaguniar udah difollow tuh,jfbnya tepatin ya :);Fri;May;11;10;15;58;2012;0.4588
4073;Mkasih cinta..mkasih air zam2ny jw..jr @putraugustaa rsanya ky bnyu ledeng  RT @the_muthia: Selamat buat @emiteamita dan @yudyelfuigo atas;Fri;May;11;10;17;14;2012;0.0
4074;@mami_Loren @le0888 RP ga bs,,, ni K2H msh 1 part lagi,,, lama coz kk nya bnyk jg donlot nya,,,;Fri;May;11;10;19;23;2012;0.3612
4075;banting aja bbnya min. nanti saya pungut(??) RT @iqbaaleLand GADA YANG MAU MAEN APAAAAAAA?!-_- *gaselowbantingbb._. *batinnbatin-_-;Fri;May;11;10;19;39;2012;0.0
4076;dan pertengahan bln ini mkn bnyk spg yg d btuhin zz sbelom" hari H kmne aje noh info" ? (<U+06F3>°<U+0414>°)<U+06F3>;Fri;May;11;10;21;20;2012;0.0
4077;Susah nak main game kalau bnyk kerja rumah..;Fri;May;11;10;21;58;2012;0.0
4078;Udh magrib dek.RT @rarrong: Maghribnya kpn ? -_- udh laper nih";Fri;May;11;10;23;27;2012;0.0
4079;Wiii lewat tamsis bnyk cwee :3;Fri;May;11;10;25;29;2012;0.5106
4080;@dalilydla mana lah tauuu. ciptaan terbaru keee hehe. lgpun sbb kau ckp mee bandung, so aku pikir takkan la bnyk sgt makanannyeee *jealous*;Fri;May;11;10;26;21;2012;0.0
4081;Time2 diner ni bnyk la dosa yg dibuat...dosa aurat..dosa x solat....sbb tkut make up rosak ktnye;Fri;May;11;10;26;38;2012;0.0
4082;bahu km emang selalu ada u/ ku bersandar,tp knpa hati ku berkata lain? km tak seperti yg ku knal dlu.Cintalah yg akn mnjwbny..#GlauTnghMalam;Fri;May;11;19;8;20;2012;0.0
4083;Haha sama dil,palingan yg banyak buat anak sekelas doangRT @fadylladelia: Cuma bwa makanan dikit ci,males ah bnyk2 RT http://t.co/APvv2XtK;Fri;May;11;19;9;6;2012;0.4588
4084;I'm at Bank of America (Hanford, California) http://t.co/3sgS4eiW;Fri;May;11;19;12;17;2012;0.0
4085;RT @thyatoos: Kalo ada cewe berjilbab tapi kelakuannya 'naudzubillah' jangan salahin jilbabnya, tapi salahin akhlaknya;Fri;May;11;19;14;59;2012;0.0
4086;RT @WellsFargo_Jobs: #WellsFargo is looking for a SVP Regional Servicing Director in #LA, CA.  Go to http://t.co/Hcb92pab.  REQ# 3606951 ...;Fri;May;11;19;18;19;2012;0.0
4087;Serasa artis , bnyak mention dan bngung yg mana yg dibales . Ahaha .;Fri;May;11;19;18;28;2012;0.0
4088;RT @latimes: JPMorgan Chase's $2-billion loss is a gain for proponents of Volcker rule http://t.co/bWPZ7Jdd;Fri;May;11;19;22;16;2012;0.2732
4089;Iyaaaaaaa !!! Tdr kau -_- GODBYE RT @citrafannyy: Iyaa msih bnyak blom dibls. Bsok ajalah. Bye~ @cii_youant: Iyaa;Fri;May;11;19;23;53;2012;0.0
4090;Breakin' News: JPMorgan Chase loss will be scrutinized, SEC's Mary Schapiro says - Los Angeles Times http://t.co/0vo76gi6;Fri;May;11;19;24;9;2012;-0.3182
4091;@mahmoudgahallah hats7bny !;Fri;May;11;19;25;48;2012;0.0
4092;Gmau,ninik bnyak daki  (•<U+0361><U+032F>.•<U+0361><U+032F>)  RT @liaaprilia19: @riinanaa selamat tidur sayangnya ninik<U+2661><U+263A>;Fri;May;11;19;28;25;2012;0.0
4093;Morgan Stanley: New carriers to offset impact of longer iPhone upgrade cycles: A new analysis from investment ba... http://t.co/icIgCA0A;Fri;May;11;19;28;52;2012;0.0
4094;Mableton Wells Fargo branch robbed Friday: MABLETON, Ga. (WXIA) - Cobb County police are looking for a bank robb... http://t.co/Q43ZjOaq;Fri;May;11;19;30;38;2012;0.25
4095;Senator Corker says he has asked for a hearing on events surrounding JPMorgan Chase trading losses - @Reuters http://t.co/E5irMR2U;Fri;May;11;19;32;3;2012;-0.4019
4096;Laggi bnyak prolemong :D <U+200B>ˆ<U+2323>ˆ<U+2717>¡<U+2717>¡<U+2717>¡ ˆ<U+2323>ˆ RT @monicc04;Sat;May;12;3;32;21;2012;0.6166
4097;Apaneeh*pelan2silam*RT @EchaItem: Hadeuh..minta sama auntie @aawdee  aja deh yg bnyk job..zaraRT @fajartriadi: ... http://t.co/4FFH51LS;Sat;May;12;3;33;50;2012;0.0
4098;@PDjani iya mba, error nih bbnya.;Sat;May;12;3;35;54;2012;-0.4019
4099;@SA_loveyou humans bnyk org hahahahhahahah k;Sat;May;12;3;36;56;2012;0.0
4100;Ttp ajalah biaya yg dikeluarkan byk,bs2 hutang sm luar negriRT @okyoktara: Psti smua perusahaan bnyk buat tmpt gt lah, klo dk naek perahu;Sat;May;12;3;39;2;2012;0.2732
4101;In JPMorgan Chase Trading Bet, Its Confidence Yields to Loss - New York Times: BloombergIn JPMorgan Chase Tradin... http://t.co/rNAN18IH;Sat;May;12;3;39;4;2012;0.25
4102;Aassseekkkk mak! Ane mw k***n mak!! <U+01AA>(ˆ<U+25BD>ˆ)<U+0283> RT @JarotHerwibowo: Ga sabar pengen plg (artinya bnyak).. ..;Sat;May;12;3;39;6;2012;0.0
4103;@adieyoey ya tetep sih, aku baca di webnya "bersedia di tempatkan di daerah mana pun" gitu
tpi ya masak cuma d1. nanti pangkatnya rendah T.T;Sat;May;12;3;40;6;2012;0.0
4104;@QQAlmuntazim jadi bmbnya pun uda dibuatin? -______-;Sat;May;12;3;42;49;2012;0.0
4105;Citi Snugg....hahaaaa... @citiofsin @thecitila @new_jack_citi @prettyboycoachd @mrjacobpayne @thecitiny ..Xl http://t.co/n4sBTEgB;Sat;May;12;3;44;2;2012;0.0
4106;Sudah terlalu bnyak noda pi , kd bisa hilang kalo cuma dikasih Rinso cair RT @avinovitaa: Boh knp? Wkwkwk ... http://t.co/M9kIAspv;Sat;May;12;3;49;26;2012;0.0
4107;@SixerSense Who is in the rafters of the Wells Fargo Center for the Sixers in those Playoff commercials?;Sat;May;12;3;49;37;2012;0.25
4108;@dienespw dummy mommy subnya ga nambah2...#dead;Sat;May;12;3;52;10;2012;0.0
4109;Eropa elit2 bnyk maling RT @ClaudiaKaunang: Kl mau nginep di airport,ttp waspada sama brg bawaan,jgn lupa ransel ... http://t.co/yXcH9ThC;Sat;May;12;3;52;36;2012;0.0
4110;Nugu taeminie? RT @LTaeminie_GRP: nasibnyasama.;Sat;May;12;12;17;2;2012;0.0
4111;@citrahoo asik,nanti bantuin gw ya ke rtnya. Temen lo yg rmh kecamatan kramat jati bnyk ga?;Sat;May;12;12;18;8;2012;0.0
4112;RT @JustinsFanINDO: "Haters selalu membuat ku jatuh,tp aku selalu ingat klo aku mempuyai Beliebers bnyk dan kebih mencintai dan mensupor ...;Sat;May;12;12;18;53;2012;-0.4939
4113;nggax nyangka ternyata bnyk jg yg ngfens ma lu  .............;Sat;May;12;12;22;0;2012;0.0
4114;mauuuu??? dpat bnyak lho dr paman x.. xixixi RT @vby_: :p kunad mengacari .... RT @nouvsaputra: Mau kah??RT @vby_: Hdk mi kwitiaw..... *ngil;Sat;May;12;12;27;11;2012;0.4515
4115;pake nokia biasa aja sih RT @HafnyKnisa @danar_aditsa @achmad_joen @lulukurniaa : Dik0mpakin andro aj, bnyk temen yg ud pke andro;Sat;May;12;12;29;35;2012;0.0
4116;Hahahaha tdi kbnyakn mkan bolu sih. RT @ichawulansharie: hadoh...sakit gi2 nyenk... RT @riani_28;Sat;May;12;12;30;35;2012;0.0
4117;indah'y hari ini.. Ternyta bnyak jg yg butuhin gw!!
Hehehe..
#cengengesan;Sat;May;12;12;31;46;2012;0.0
4118;Kalau orang bnyk bertanya mengapa aku sering jalan sendiri cuman 1 jawaban aku karena aku bukan PECUNDANG yg berani nya rame-rame;Sat;May;12;12;33;13;2012;0.0
4119;RT @Iss_islamiana: pesawat Sukhoi jet 100 membuat bnyak korban -,-;Sat;May;12;12;35;31;2012;0.0
4120;Hahaha . Kakak aku kalau nak pergi mana2 kalau pakai nak pakai tudung berjam2 lah jawabnye .;Sat;May;12;12;37;21;2012;0.5574
4121;haha dmanakah kls yg bnyak cwek cantikna? haha "@NyengAyu: segerami pade, di kelasku nah RT @mahaasyah bnyakji teorinya d buku. "@NyengAyu:;Sat;May;12;12;37;22;2012;0.6808
4122;Wells Fargo Accused of Giving "Illusionary Loans" to Financially Stressed Family: By Erin Sherbert Fri., May 11 ... http://t.co/tJ1CxHQi;Sat;May;12;12;37;37;2012;-0.0516
4123;Cm 1 yang mau lanjut #JunsuFact ?? Oke mimin ngilang bntr ntar balik hrs bnyk ya yang mau ng-lanjut okee? *whushhh mimin ngilang;Sat;May;12;12;38;44;2012;0.0
4124;@Shammirr dia klu skali buat tape tau, tapi klu bnyk kali annoying gila;Sat;May;12;12;40;16;2012;-0.4019
4125;@iqbal_nvldi bnyak lu teh kanan kiri ibu2 doang gakgakgak;Sat;May;12;12;41;52;2012;0.0
4126;RT @Mktgeistcom: Fitch downgrades JPMorgan Chase &amp; Co. - BusinessWeek http://t.co/hSaEMJ6Q;Sat;May;12;20;39;25;2012;0.0
4127;@harun_nurawi bah..d mana kau? aku isi minyak srg d esso..jumpa la..pasar malam..bnyak jersi euro jok;Sat;May;12;20;40;10;2012;0.0
4128;I checked in at Bank of America (760 Laurel St) on #Yelp http://t.co/4ZAAMHUo;Sat;May;12;20;50;3;2012;0.0
4129;Jamie Dimon, JPMorgan Chase CEO, Finds Himself With Black Mark: NEW YORK -- The reputation that Jamie Dimon hone... http://t.co/qyDqSIvy;Sat;May;12;21;0;13;2012;0.0
4130;@boyeeen Kirain dh buka. kan kl ambl sminar jmny sma biar bsa breng. hehe, jgan jtuh cinta ma jiyong ya.. pdhal dae jga bnyak Avatarny..;Sun;May;13;4;57;56;2012;0.0
4131;@thrindevara ada apaan? Ga nih bnyk bgt tugas;Sun;May;13;5;0;49;2012;0.0
4132;Banyak gaya bgt sih jadi anak cpek gw brntm sm lo , gw ada slh atau pun gk ada pasti lo ngatain klu gk marah² gk jelas , bnyk gaya bgt sih;Sun;May;13;5;5;34;2012;0.0
4133;@adbhzlkfli eeee, tak mandi..eeeee, tak senonoh..haha jgn kate kau bnyk kt kuantan?;Sun;May;13;5;5;51;2012;0.0
4134;@gerribirawa klo ga punya uang bbnya di jual aja, biar dompetnya penuh;Sun;May;13;5;7;26;2012;0.0
4135;Ihiw:D gausah jd wamil aja skalian haha RT @KpopSuper: @wintywinty iya, tapi SS4 aja blm selesai kan? gimna mau bikin 6jibnya --" pasti mer;Sun;May;13;5;8;25;2012;0.4588
4136;HemmmmNNN =)) RT @EdwinnSF boleh boleh=))RT @FauziaaahGS F Gaboleh yaaaRT @EdwinnSF itu mulu jwbnyaRT @FauziaaahGS BiasaaaaaaRT;Sun;May;13;5;9;46;2012;0.0
4137;Siapin duit buat beli kebabnye si jenong :p;Sun;May;13;5;12;44;2012;0.25
4138;RT @Lesung_Pipit141: ckap bnyak sngat ka ak ny ?;Sun;May;13;5;14;0;2012;0.0
4139;Km minggat mulu ya kasian yg jd tmpt km mnggat,km kn mkn nya bnyk hhe cnda"@dinandhin: Aku l";Sun;May;13;5;14;6;2012;0.0
4140;Bulu kakimu jg bnyag.. Bulu idungmu juga  @ShyndtiaDhebby: Aduhh lupa cukur bulu ketek (<U+02D8><U+0336> <U+032F><U+02D8><U+0336> );Sun;May;13;5;14;28;2012;0.0
4141;RT @Amaliadiyah: (y) RT @kkabnyss: TL ku lgi adem ayem nih.. Bebas fanwar <U+01AA>(<U+02D8><U+2323><U+02D8>)+ <U+01AA>(<U+02D8><U+2323><U+02D8>)<U+0283> +(<U+02D8><U+2323><U+02D8>)<U+0283>;Sun;May;13;5;15;7;2012;0.0
4142;Cc @luhurpampam haha "@Addy_Setiadi: Udah ahh.. Jgn bw2 ke TL.. Mkn bnyk yg bertanya soal gw! #LDR";Sun;May;13;5;16;4;2012;0.5093
4143;Mls ksananya hehe , lo dftr ? RT @phauuull Udah kayaknya,dtg aja ke poltek,bnyak info kok RT "@yunikade: Poltekes ... http://t.co/WimhFRmy;Sun;May;13;5;17;9;2012;0.0
4144;Oyy grgr cabe kbnyakan skit perut nahh :&amp;;Sun;May;13;5;17;48;2012;0.0
4145;RT @kambingCongekk: Menemukan seseorang yg baik itu susah, apalagi ditambah cakep pula. Itulah sebabnya mengapa orang jelek banyak dimana2.;Sun;May;13;5;18;54;2012;0.0
4146;Sing gg melu malming curhat2an gg usah bnyak cangkem @jtbartitha: Lek iyo, kate lapo? Wani karo pesawat sukhoi si @merlinhndyni;Sun;May;13;5;18;55;2012;0.5267
4147;aku seperti itu pasti ada sebabnya.. Tapi terkadang aku ngga bisa memberitahu apa penyebabnya...;Sun;May;13;13;17;22;2012;0.0
4148;<U+01AA>(<U+02C7><U+25BC><U+02C7>)¬ "@ZEDONGG: (<U+02C7><U+25BD><U+02C7>)-c&lt;<U+02C7>_<U+02C7>) RT @anisahazhari: @ZEDONGG ya pdhl emotnya masih bnyk yg kiss~ e<U+02D8>•)(<U+01AA>_<U+203E><U+0361><U+0334><U+0334><U+0361> <U+FEEC> <U+203E><U+0361><U+0334><U+0334><U+0361>)<U+01AA>(<U+02D8>e<U+02D8>c)( o  <U+02D8>)<U+0437>(<U+0254><U+02C7>³<U+02C7>)<U+0254>";Sun;May;13;13;17;33;2012;0.0
4149;Bingung mau ngapain &gt;&lt; fisika:ga ngerti, kimia: kbnykn ngapalin jd enek, bingg:gajelas -__-;Sun;May;13;13;17;47;2012;0.0
4150;Ndak pape lah biar sensi ny ilang :D RT"@GerryPanjaitan: udh ush bnyk" gombal ny nti ketahigan :D RT @ersa_olivia: Uuhh co cweet (<U+0283><U+2323><U+01AA>) RT;Sun;May;13;13;18;24;2012;0.8429
4151;bnr2 dpt bnyk pelajaran dri ntn mario teguh golden ways "memperbaiki rezeki";Sun;May;13;13;18;27;2012;0.0
4152;@CitizenMi let's hang hard you freaks;Sun;May;13;13;20;21;2012;-0.2023
4153;enak ya? aku cuma sama lia aja RT @ichadominicaa: banyak bgt hehe disana bnyk juga ta dil? "@aldillaandyan: Iya, di ... http://t.co/qiZhkoIm;Sun;May;13;13;23;38;2012;0.0
4154;Uccel bnyak fans ( <U+203E><U+25BF><U+203E>)-s RT @Russell96Tan : Sp lgi? Haduh.. RT @caudiiaa: @Russell96Tan weiii !! tmn gua ad yng suka sma lu nohh . wkwkwwk;Sun;May;13;13;23;39;2012;0.0
4155;Hahaha udah ilang? RT @CNaftali: Grubnya, ane klo lagi bad mood kesana baca komennya si Gusti jadi hebring hahaha. @bungamazia @giangrind;Sun;May;13;13;25;12;2012;0.5719
4156;Aseli dek, cwok jman skrg lenje galoh, kbnyak.an gombal RT"@Maudi_Afniyza: Cwok zaman skrg yuk (n) iy yuk :) RT @fairuz_fairuzz: Wah,;Sun;May;13;13;25;25;2012;0.4588
4157;Hello kity merah mana tut? Yg item kitty bordir pink apa yg pink semua? Ada bnyk RT @rurinuri: hahah din modemya pulsnya abis. yg jcket;Sun;May;13;13;27;27;2012;0.0
4158;@Dilaahbld mi pr agama bnyak bgt ngga? Gua blm ngerjain ni;Sun;May;13;13;30;16;2012;0.0
4159;kaya aku !!! RT @kkabnyss: Kakakku bener2 Fanytastic kyknya <U+200E><U+200B><U+01AA><U+200E>(<U+203E><U+25BF><U+203E>)<U+0283>;Sun;May;13;13;30;17;2012;0.0
4160;@THIASTARUNA mmmmmm...beibnyaa kmanaa tuuhh.....:-P;Sun;May;13;13;34;50;2012;0.0
4161;bnyk gunung meletus, tapi kapan ya keraguanmu tentang diriku meletus.;Sun;May;13;13;35;16;2012;0.0
4162;@cnow_white hore bbnya sembuh..welcome back to the track..:);Sun;May;13;13;37;29;2012;0.0
4163;soalnya klo kopindelik, bnyk yg ngira ini kedai yg d pamularsih, jd kita gnti nama kedai kita, dgn inisial pemilik... http://t.co/1hDANMBE;Sun;May;13;13;38;48;2012;0.0
4164;Mam yg bnyak ya (•<U+02D8><U+0437>(•ˆ<U+2323>ˆ<U+200E><U+200B><U+200B><U+200B><U+200B>•) RT @MadamArin: (<U+02D8><U+2323><U+02D8>)e<U+02D8>`) ... http://t.co/gCelKjog;Sun;May;13;13;40;54;2012;0.0
4165;@geyaak iya iya , yang bbnya dua, punya nds, punya ipad (<U+02D8><U+02D8><U+032F>);Sun;May;13;13;41;59;2012;0.0
4166;Pengen telat ahh biar gk skolah , klo bnyak yg telat gk ada murid nya merdeka juga guru nya bhahahha LOL;Sun;May;13;22;3;23;2012;0.5473
