"","Tweets","Language","Follower","favourites_count","friends_count","statuses_count","time_zone","id_str","location","coordinates","retweet_count","id_str_tweet","in_reply_to_status_id_str","Weekday","Month","DayOfMonth","Hour","Min","Sec","Timezone","Year"
"515","Mecbur olduklarimi ve çaresizliklerimi  'Ben' zanneden sevenlerim vardi benim, iste onlardi asil benim en büyük talihsizliklerim...","en","33","3","138","606","Istanbul","33451899","Istanbul",NA,"0","209397020098699265",NA,"Sun","Jun","03","21","31","54","+0000","2012"
"516","watching @alecbaldwin and meryl streep and it's SOO my ex-husband...Alec ur creepin' me out in this movie! #FLASHBACK","en","22","61","212","26",NA,"569641696","",NA,"0","209398697820291072",NA,"Sun","Jun","03","21","38","34","+0000","2012"
"517","@alecbaldwin people who are afraid of what might come out of their mouth next usually are!","en","26","1","290","144","Eastern Time (US & Canada)","394269944","NJ",NA,"0","209654609105526785","209604030303973377","Mon","Jun","04","14","35","28","+0000","2012"
"518","@alecbaldwin Germany is producing half their energy needs through solar.  It can be done. Exxon, et al, spend billions to hinder the process","en","15","3","127","58",NA,"545486334","",NA,"0","209654940472311809","209648017488363520","Mon","Jun","04","14","36","47","+0000","2012"
"519","@alecbaldwin figure a way to make a V8race car from electricity or solar nd sound as sweet as a petrol one then ill agree 2fossil reduction","en","185","36","581","1245","Hawaii","578608264","Perth, westen australia",NA,"0","209656525894074369","209650991035973632","Mon","Jun","04","14","43","05","+0000","2012"
"520","@alecbaldwin @michelle__n @marcia4856 Your daughter reads this asshole!","en","150","194","150","14918","Quito","30319132","NYC",NA,"0","158722475167977473","158722003619151872","Mon","Jan","16","01","29","21","+0000","2012"
"521","All Greek bondholders should lose – even the European Central Bank http://t.co/LL7VkrFj #banking #world #uae","en","269","0","53","21898","Abu Dhabi","294869507","Dubai, United Arab Emirates",NA,"0","158722542306201600",NA,"Mon","Jan","16","01","29","37","+0000","2012"
"522","RT @alecbaldwin: “@emmagkeller: @alecbaldwin Get on a PLANE and go to Paris itself. Way better.”
Touché...","en","696","93","1072","6822","Central Time (US & Canada)","19978041","East Coast",NA,"3","158723498590732290",NA,"Mon","Jan","16","01","33","25","+0000","2012"
"523","@eduardoramose, @orlandoig y @ecbm23 http://t.co/SFg4neYh <U+2665>","en","512","124","251","11634","Caracas","70198633","Al Norte de América Del Sur.",NA,"0","158725256016699392",NA,"Mon","Jan","16","01","40","24","+0000","2012"
"524","@alecbaldwin @emmagkeller Which airline goes to the 1920s?  Is it a non-stop flight?","en","7","0","51","72","Eastern Time (US & Canada)","64069654","NYC",NA,"0","158725633483083776","158723177013456897","Mon","Jan","16","01","41","54","+0000","2012"
"525","@LadyLucyLongfur @alecbaldwin I LOVED THE ARTIST, very well done.","en","784","99","188","11877","Pacific Time (US & Canada)","164519697","Citizen of the World",NA,"0","158728057790808066","158727291864748032","Mon","Jan","16","01","51","32","+0000","2012"
"526","Hatta belki olmak mecburiyetindeyiz. Kaslari catmadan yasayabilmek icin.","en","526","2835","184","13050","Quito","170803537","Bahçesehir",NA,"0","210034814361939969",NA,"Tue","Jun","05","15","46","16","+0000","2012"
"527","Indonesian hottie: Irfan Bachdim. At laaaast!!!! @jecjecbulilit @anaaltomonster @buzzlydie @ohdatemina","en","258","21","125","7464","Taipei","79667401","Manila, Philippines ",NA,"0","210036903121133570",NA,"Tue","Jun","05","15","54","34","+0000","2012"
"528","Photo: decbuscus: http://t.co/0Ofc1GLx","en","78","47","327","10278","London","50061233","East Kent",NA,"0","210038920585560064",NA,"Tue","Jun","05","16","02","35","+0000","2012"
"529","No way!!! @EmilyKateeee @becbailey005 @dink_xx @heyitsposeidon  I don't want him!!! Lol I want drummer boy!!","en","21","6","74","6",NA,"600010993",NA,NA,"0","210292122333626368",NA,"Wed","Jun","06","08","48","43","+0000","2012"
"530","@CallMeMaybeCarl @littlecbeadlesp dmed back sexxyy ass;)","en","1187","47","1711","17754","Amsterdam","224145322","IN MY HOUSE With @prvddlovato_",NA,"0","210418735775875073","210417883757547520","Wed","Jun","06","17","11","50","+0000","2012"
"531","She's my ewe (: @michellecbby13 http://t.co/nMrApbO9","en","43","6","39","622","Eastern Time (US & Canada)","361512448","Maryland",NA,"0","210553016456196096",NA,"Thu","Jun","07","02","05","26","+0000","2012"
"532","@nathaliasavinon @becbianchini essa série é tudo igual a nossa vida KKKK te amo &lt;3","en","148","212","117","16859","Brasilia","73932177","Rio de Janeiro",NA,"0","210554010472681472","210553139588370432","Thu","Jun","07","02","09","22","+0000","2012"
"533","@becbec_18 I wonder if @Erika2521 needs one too...?","en","148","68","170","1391","Central Time (US & Canada)","320587948","",NA,"0","210554060825309185","210553763826638848","Thu","Jun","07","02","09","34","+0000","2012"
"534","@littlecbeadles listen to the song #scream by @usher","en","232","45","507","4077","Central Time (US & Canada)","298403229","Missouri",NA,"0","210554190836137985",NA,"Thu","Jun","07","02","10","05","+0000","2012"
"535","@peacel0vecb @teamcbmissouri LOL","en","5638","6125","1902","125949","Central Time (US & Canada)","19333550","Michigan To Your Hood",NA,"0","210555235205263362","210553970962345984","Thu","Jun","07","02","14","14","+0000","2012"
"536","Tornado in Morley and Dianella -________- please don't come to beecborro and ballajura :|","en","775","9","605","28198","Pacific Time (US & Canada)","247232733","Perth",NA,"0","210683576746913792",NA,"Thu","Jun","07","10","44","13","+0000","2012"
"537","@alecbaldwin @nyphil http://t.co/4WVIeOhV #patronx","en","626","11","1881","2366","Eastern Time (US & Canada)","5556592","",NA,"0","158849281585987584",NA,"Mon","Jan","16","09","53","14","+0000","2012"
"538","Will #wind turbines be as hot as #wordwithfriends now that @alecbaldwin applied for one? http://t.co/eRlmaD2E","en","510","0","688","1276","Eastern Time (US & Canada)","86331488","Oneonta, NY",NA,"0","211197186023751680",NA,"Fri","Jun","08","20","45","07","+0000","2012"
"539","@harriettemed @decburridge proud of you","en","473","46","410","3168",NA,"291598351","Leicester",NA,"0","211200017195728896","211188825052037121","Fri","Jun","08","20","56","22","+0000","2012"
"540","@nochecba hoy en Barra Boliche fiesta de disfraces! Premios a los disfraces con más onda y banda invitada! Lista free a mi nombre hasta 2hs!","en","1335","96","1388","68284","Buenos Aires","24737773","Córdoba City, Argentina",NA,"0","211200512111022081",NA,"Fri","Jun","08","20","58","20","+0000","2012"
"541","#xxx #porn #amateur Watch Dirty Slut Deep Anal Pounding  http://t.co/E3mHecbk","en","2","0","0","91",NA,"603215156","Blegny, Belgium",NA,"0","211325129089748992",NA,"Sat","Jun","09","05","13","31","+0000","2012"
"542","RT @alecbaldwin: Me and my long lost Shishki.... http://t.co/Rmn2APHw","en","493","105","2000","2809","Amsterdam","308390228","Nottingham, UK",NA,"7","211844300013699072",NA,"Sun","Jun","10","15","36","31","+0000","2012"
"543","@alecbaldwin If you were to recommend an absolute #MustSeeBucklistTravelDestination what would you suggest?","en","179","374","806","387","Eastern Time (US & Canada)","437551987","Montréal, Canada ",NA,"0","211974025675685888",NA,"Mon","Jun","11","00","12","00","+0000","2012"
"544","@alecbaldwin hey Alec. Is that u in the picture??","en","6","2","190","136","Quito","302835053","",NA,"0","211978240934416384","211957545890365442","Mon","Jun","11","00","28","45","+0000","2012"
"545","#cherloyd #wanted  http://t.co/PUiecbvA","en","15","25","76","145","Alaska","462899387","",NA,"0","212100794290417665",NA,"Mon","Jun","11","08","35","44","+0000","2012"
"546","@jecjecbulilit @anaaltomonster HAHAHA! uy mards lunch sa monday next week fo so :D ngpaalam na ako yieee :) ill bring the camera :P","en","158","46","266","1665","Arizona","544965003","Los Angeles",NA,"0","212106351776759808","212105937345978369","Mon","Jun","11","08","57","49","+0000","2012"
"547","@lecbrit Not too excited by football, so decided to try flower arranging instead. http://t.co/Nu1fMRTv","en","8","2","31","50","London","565570591","Plaussenous, France",NA,"0","212227646824792064",NA,"Mon","Jun","11","16","59","49","+0000","2012"
"548","@aarzeecb unfortunately","en","259","118","224","2481","Casablanca","491682223","durham",NA,"0","212232277344784384","212232039175421953","Mon","Jun","11","17","18","12","+0000","2012"
"549","Follow @alecbates31 He's cuteee(; <U+2764><U+2764><U+2764><U+2764>","en","27","0","80","92",NA,"604837742",NA,NA,"0","212232956813643776",NA,"Mon","Jun","11","17","20","54","+0000","2012"
"550","@rebecbeca hahaha frontal ya? sorry deh :)","en","218","7","385","2762","Pacific Time (US & Canada)","223107927","Jakarta,Indonesia",NA,"0","212535185789550592","211827366899617792","Tue","Jun","12","13","21","51","+0000","2012"
"551","if you're ever interested in providing bod pod testing for your clients let us know! @suzannecbowen","en","101","1","493","467","Hawaii","491681983","Nashville, Tennessee",NA,"0","212535462626201601",NA,"Tue","Jun","12","13","22","57","+0000","2012"
"552","@Nicest_Girl_Evr @lauriecburns @brassanchor902 hahaha!","en","254","114","184","19018","Santiago","216939105","Halifax, nova scotia.",NA,"0","212537865958195201","212537717882486784","Tue","Jun","12","13","32","30","+0000","2012"
"553","@Jecbailey cardio, (running,cycling,swimming ect) zumba's good aswell X","en","264","1","486","1775",NA,"22653723","cheshire",NA,"0","212665410540142593","212645381731921921","Tue","Jun","12","21","59","19","+0000","2012"
"554","@alecbaldwin 
Hey Alec.. What ya doin so late?","en","1001","109","552","61619","Quito","270610962","War Zone",NA,"0","212788748247777281","212775504728698880","Wed","Jun","13","06","09","25","+0000","2012"
"555","@bizecon Planning to start one in next couple of weeks with AS Economists. Also doing Podcasting on Poverty. #ecbusteach","en","526","10","137","1206","Amsterdam","369581926","Leicester, England",NA,"0","212919228859285504","212917767265980418","Wed","Jun","13","14","47","54","+0000","2012"
"556","@lauriecburns @kissmeandmeanit I too am single (and not looking). I like wines, foods, words, swears, animals &amp; musics.","en","1497","11","2001","6892","Atlantic Time (Canada)","23333737","halifax, ns, canada: eh?",NA,"0","212919916695793664","212909722225999872","Wed","Jun","13","14","50","38","+0000","2012"
"557","RT @_watchamacallit: Now Kirko Bangz.. *starts talking in tongues* aguezjkeecbkraszebmifdv! Check the lock screen. Whew Lawd. Shbdgnk <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> ...","en","73","13","154","3562","Quito","335711669","",NA,"0","212921267274256384",NA,"Wed","Jun","13","14","56","00","+0000","2012"
"558","@lillbecbec scary SOS help us","en","176","7","93","3629","Quito","218277205","",NA,"0","212922206794166275","212921950845140992","Wed","Jun","13","14","59","44","+0000","2012"
"559","@Anniecb9 Annie I texted you! What's our team name for summer league?","en","319","1044","191","5905","Quito","342479247","springfield,ma",NA,"0","213049441026969601","213049159807275008","Wed","Jun","13","23","25","19","+0000","2012"
"560","@andreakelsi @ameecbasra I must've had a life somewhere during the last 3 weeks because I now have to read 114 pages before tomorrow's final","en","164","34","164","1836","Pacific Time (US & Canada)","150274009","Orange City, Orange",NA,"0","213049826881978368","213048117308825600","Wed","Jun","13","23","26","51","+0000","2012"
"561","@intimatebanky gm dear","en","784","32","569","19291",NA,"324084987","",NA,"0","213173688869195777","213173244247810048","Thu","Jun","14","07","39","02","+0000","2012"
"562","RT @dickbiebz5: @lemmecbeliev @justinbieber Hi ! Can u please follow <U+2192> @TeamMoshe <U+2190> (Justin Bieber's Bodyguard) thx :) he will follow ba ...","en","729","35","1999","3777","Baghdad","514475079","With Jerry :)",NA,"0","213304744096186371",NA,"Thu","Jun","14","16","19","48","+0000","2012"
"563","@Becbaines is your husband coming too? :)","en","1846","270","1469","36226","London","9820002","Newton Abbot",NA,"0","213307579454062593","213306608292335616","Thu","Jun","14","16","31","04","+0000","2012"
"564","RT @rosannkimxko HungerGames Cannot stop reading!! #HungerGames http://t.co/JGKecb4J","en","318","0","1","7116","Eastern Time (US & Canada)","529715861","Yorkshire",NA,"0","213430380273991680",NA,"Fri","Jun","15","00","39","02","+0000","2012"
"565","Summer Fayre TOMORROW! 11am-3pm, Butterwick Hospice, Stockton (behind North Tees hospital) Bring the family! http://t.co/lecbtrjV","en","1701","1","1938","1078","London","61507358","",NA,"0","213561494233817088",NA,"Fri","Jun","15","09","20","03","+0000","2012"
"566","Chip choppin all ova the worldddd @alecbrow  http://t.co/MrPlxueC","en","146","67","97","1831","Central Time (US & Canada)","24218976","",NA,"0","213690313884188672",NA,"Fri","Jun","15","17","51","55","+0000","2012"
"567","@jessiecbush yea it was fun gota do that more often with somemore friends","en","82","4","133","169",NA,"166858199",NA,NA,"0","213818315657854977","213817924950036481","Sat","Jun","16","02","20","33","+0000","2012"
"568","@therealmikecb23 ahahahahahaha!!!!!! OMG <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> 
#dead","en","201","353","282","14038","Pacific Time (US & Canada)","321183243","Los Angeles, Ca",NA,"0","213821453014007808","213820950288941058","Sat","Jun","16","02","33","01","+0000","2012"
"569","@berfinrecber sokacam bigün Nicki Minaj'a o patlicani ama neyse... ;D","en","803","416","1939","1754","Quito","366732617","istanbul",NA,"0","213954714407145472","213951279809040388","Sat","Jun","16","11","22","33","+0000","2012"
"570","RT @amyvlarkin: You're amazing and I love you babyyyy @becburnage <U+2665><U+2665><U+2665><U+2665>","en","388","18","989","8565","Amsterdam","96417475","",NA,"0","214078563819855873",NA,"Sat","Jun","16","19","34","41","+0000","2012"
"571","RT @SnoopDogg: New music video!!  Livn that boss life wit @execbranch http://t.co/XJcmlK27","en","68","0","53","3767",NA,"203759435","",NA,"70","214472203469729792",NA,"Sun","Jun","17","21","38","52","+0000","2012"
"572","RT @UnderKyu13: RT@SOULMA7E: 120618 [NEWS PIC] I AM premiere - KYUMIN yeteuk  http://t.co/3yDsDJ5g http://t.co/6jsqMlsf http://t.co/ecbriZ1N","en","66","1356","222","11050",NA,"238137210","Thailand",NA,"1","214595608273625088",NA,"Mon","Jun","18","05","49","14","+0000","2012"
"573","@tylerinacoma @alecbaldwin saw it tonight. Loved the romance w @rustyrockets 
Then saw tour news! Want u to tour w Moz!
http://t.co/9y0KqcyR","en","148","109","413","1776","Pacific Time (US & Canada)","122215381","I live on a floating island",NA,"0","214599404122939392","214565253298651136","Mon","Jun","18","06","04","19","+0000","2012"
"574","Super adorable! RT""@CurlBox: cuuuuute! http://t.co/TbecbI6n""","en","195","164","178","1522","Eastern Time (US & Canada)","507451612","New York",NA,"0","214734301323997184",NA,"Mon","Jun","18","15","00","21","+0000","2012"
"575","“@alecbaldwin: I suppose if the offending paparazzi was wearing a hoodie and I shot him, it would all blow over...” #Truth #youbebuggin","en","19","41","148","311","Eastern Time (US & Canada)","92019986","The Bronx",NA,"0","215117476151832577",NA,"Tue","Jun","19","16","22","57","+0000","2012"
"576","@NolteNC Hey, what @alecbaldwin actually said was a photographer ALMOST hit him. Lol. http://t.co/spQ256lu","en","115","32","379","3294","Eastern Time (US & Canada)","265106960","Staten Island ",NA,"0","215117815911424000","215113124544659456","Tue","Jun","19","16","24","19","+0000","2012"
"577","""YOU'RE A RUDE, THOUGHTLESS LITTLE PIG JUST LIKE MY DAUGHTER!!!"" #alecbaldwincaptions","en","1203","14","346","1384","Quito","14133760","New York, NY",NA,"0","215118134674341889",NA,"Tue","Jun","19","16","25","34","+0000","2012"
"578","RT @alecbaldwin: I suppose if the offending paparazzi was wearing a hoodie and I shot him, it would all blow over...","en","20","13","196","1284","Mountain Time (US & Canada)","103060582","",NA,"153","215120647028883458",NA,"Tue","Jun","19","16","35","33","+0000","2012"
